type,properties/@id,properties/created_by,properties/name,properties/tourism,geometry/type,geometry/coordinates/0,geometry/coordinates/1,id,properties/natural,properties/amenity,properties/cuisine,properties/phone,properties/website,properties/wheelchair,properties/historic,properties/ref:nz:heritage,properties/wikidata,properties/addr:city,properties/addr:country,properties/addr:housenumber,properties/addr:street,properties/addr:suburb,properties/name:mi,properties/diet:vegan,properties/internet_access,properties/opening_hours,properties/description,properties/ref:linz:address_id,properties/brand,properties/brand:wikidata,properties/name:zh,properties/shop,properties/source,properties/brand:wikipedia,properties/start_date,properties/outdoor_seating,properties/email,properties/addr:postcode,properties/level,properties/building:flats,properties/contact:facebook,properties/contact:instagram,properties/self_service,properties/website:menu,properties/man_made,properties/check_date,properties/wifi,properties/diet:halal,properties/branch,properties/bar,properties/reservation,properties/official_name,properties/takeaway,properties/check_date:internet_access,properties/old_name,properties/check_date:currency:XBT,properties/currency:XBT,properties/facebook,properties/payment:onchain,properties/note,properties/internet_access:fee,properties/smoking,properties/operator,properties/name:en,properties/addr:housename,properties/diet:kosher,properties/payment:credit_cards,properties/payment:debit_cards,properties/fixme,properties/check_date:opening_hours,properties/air_conditioning,properties/toilets,properties/stars,properties/alt_name,properties/name:mk,properties/opening_hours:signed,properties/name:ja,properties/mobile,properties/contact:website,properties/diet:gluten_free,properties/diet:vegetarian,properties/attraction,properties/craft,properties/addr:district,properties/contact:tripadvisor,properties/contact:yelp,properties/contact:email,properties/opening_hours:kitchen,properties/payment:cards,properties/payment:cash,properties/delivery,properties/source:location,properties/survey:date,properties/capacity,properties/brewery,properties/changing_table,properties/indoor_seating,properties/brand:en,properties/brand:zh,properties/addr:neighbourhood,properties/surveillance,properties/opening_hours:covid19,properties/diet:lactose_free,properties/internet_access:ssid,properties/opening_hours:rubbish,properties/payment:coins,properties/payment:mastercard,properties/payment:notes,properties/payment:visa,properties/payment:eftpos,properties/disused,properties/contact:phone,properties/contact:webchat,properties/highchair,properties/toilets:access,properties/addr:hamlet,properties/check_date:currency,properties/payment:lightning,properties/payment:lightning_contactless,properties/dog,properties/not:brand:wikidata,properties/name:de,properties/cafe,properties/contact:twitter,properties/name:ko,properties/toilets:wheelchair,properties/payment:nfc_mobile_payments,properties/addr:floor,properties/diet:mediterranean,properties/diet:seafood,properties/microbrewery,properties/payment:apple_pay,properties/payment:google_pay,properties/addr:unit,properties/is_in,properties/ref,properties/source:opening_hours,properties/name:zh-hant,properties/name:nl,properties/name:ru,properties/name:ar,properties/min_age,properties/rooms,properties/operator:type,properties/operator:wikidata,properties/int_name,properties/contact:pinterest,properties/check_date:diet:gluten_free,properties/check_date:diet:vegan,properties/check_date:diet:vegetarian,properties/changing_table:location,properties/nohousenumber,properties/diet:meat,properties/diet:non-vegetarian,properties/diet:pescetarian,properties/kids_area,properties/payment:qr_code,properties/access,properties/ruins,properties/brand:ja,properties/railway,properties/theme,properties/contact:zomato,properties/contact:foursquare,properties/payment:contactless,properties/payment:cryptocurrencies,properties/payment:electronic_purses,properties/payment:maestro,properties/payment:visa_debit,properties/payment:visa_electron,properties/barrier,properties/leisure,properties/sport,properties/disused:amenity,properties/disused:shop,properties/drive_through,properties/payment:account_cards,properties/payment:app,properties/contact:tiktok,properties/contact:youtube,properties/opening_hours:url,properties/happy_hours,properties/short_name
Feature,node/12487498903,,Firangi Fusion,,Point,174.7135452,-36.9074451,node/12487498903,,restaurant,indian,9 626 2003,https://firangifusion.nz/,,,,,,,193,New Windsor Road,,,,,Mo-Su 11:00-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12487498904,,Top in Town Mandi House,,Point,174.7332121,-36.8971446,node/12487498904,,restaurant,arab,+64 9 948 5857,https://www.topintowntakeaways.co.nz/,,,,,,,689,Sandringham Road,,,,,11:00-21:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12487567101,,Al Basha Restaurant,,Point,174.7420159,-36.9042631,node/12487567101,,restaurant,,+64 9 553 7373,,,,,,,,1276,Dominion Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12487567102,,Banaadir African Restaurant,,Point,174.7213227,-36.9007244,node/12487567102,,restaurant,african,,,,,,,,,6/190,Stoddard Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+64 20 406 99202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12487567201,,Baklawa Cafe,,Point,174.7315833,-36.9062823,node/12487567201,,cafe,,+64 9 553 6333,,,,,,,,46,Stoddard Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12487567301,,Desilicious Indian Restaurant,,Point,174.7213616,-36.9007342,node/12487567301,,restaurant,asian;indian,+64 9 217 9684,,,,,,,,5/190,Stoddard Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12487567304,,Waffle Cafe,,Point,174.7498697,-36.9127062,node/12487567304,,cafe,,,,,,,,,,70,Carr Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+64 21 082 76378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12495278745,,The Full Moon,,Point,174.4939815,-36.7676269,node/12495278745,,cafe,,,,,,,,,,,,,,,,Mo-Fr 07:00-15:00; Sa 07:00-12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12495328990,,The Grindstone,,Point,174.4938669,-36.7676246,node/12495328990,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12501045616,,Green Cafe,,Point,174.6537333,-36.9109385,node/12501045616,,cafe,kebab;persian,+64 9 558 2103,https://greencafe.co.nz,,,,,,,166,West Coast Road,,,,,Tu-Fr 09:00-22:00; Sa-Su 09:00-22:00,,,,,,,,,,,hello@greencafe.co.nz,0602,,,61555467696128,greencafe_auckland,,https://greencafe.co.nz/menu/kebab-wrps/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12501045619,,Rotana Cafe,,Point,174.6809036,-36.9089012,node/12501045619,,cafe,,,,,,,,,,3091,Great North Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+64 21 774 942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12501069611,,Biryaniwala,,Point,174.8604385,-36.9690654,node/12501069611,,restaurant,indian,+64 9 277 5678,https://www.biryaniwala.co.nz,,,,,,,162,Great South Road,,,,,,,,Biryaniwala,,,,,,,,,,,,,,,,,,,,Papatoetoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12501085503,,Khanz Mediterranean Restaurant,,Point,174.8597658,-36.9688316,node/12501085503,,restaurant,indian,+64 9 250 1623,https://www.khanz.co.nz/khanz-mediterranean-restaurant/,,,,,,,135,Great South Road,,,,,"Mo 12:00-15:30,16:30-21:00; Tu 16:30-21:00; We-Fr 12:00-15:30,16:30-21:00; Sa 12:00-21:30; Su 12:00-21:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12501085602,,The Pavilion Indian Cuisine,,Point,174.8393557,-36.9082977,node/12501085602,,restaurant,indian,+64 9 527 4964,,,,,,,,200K,Mount Wellington Highway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12501085603,,Picasso Cafe,,Point,174.8965295,-36.9271187,node/12501085603,,cafe,,,,,,,,,,3/295,Ti Rakau Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+64 21 143 2432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12501085605,,Karachi Indian Cuisine,,Point,174.8606613,-36.9713824,node/12501085605,,restaurant,indian,+64 9 279 3366,https://karachi.co.nz,,,,,,,36/217,Great South Road,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/karachiindiancuisine/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12501085607,,Biryaniwala,,Point,174.6340517,-36.87996,node/12501085607,,restaurant,indian,+64 9 277 5678,,,,,,,,3/330,Great North Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12501085609,,Curry Mahal Indian Food Dine & Takeaway,,Point,174.6099134,-36.881426,node/12501085609,,restaurant,indian,,,,,,,,,32,Chadlington Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12508326901,,Beijing Duck Restaurant,,Point,174.8528569,-36.8991741,node/12508326901,,restaurant,chinese,,,,,,,,,38,Queens Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12509776201,,Once More,,Point,174.7613206,-36.8634608,node/12509776201,,cafe,,,,,,,,,,182,Symonds Street,,,,,"Mo-Fr 07:30-15:00; Sa,Su 09:00-15:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12509776301,,Red Mountain,,Point,174.6841385,-36.9089887,node/12509776301,,restaurant,barbecue,+64 9 827 9977,,,,,,,,1,McCrae Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12521667901,,central + kitchen,,Point,174.8070824,-36.9017188,node/12521667901,,cafe,breakfast;coffee_shop,,https://www.centralkitchen.nz/,,,,,,,8/666,Great South Road,,,,,Mo-Fr 07:00-16:00; Sa-Su 08:00-15:00,,,,,,,,,,,,1051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12521796658,,Bow & Tie,,Point,174.8074609,-36.8982191,node/12521796658,,cafe,coffee_shop,+64 21 190 2125,https://www.bowandtie.co.nz/,,,,,Auckland,,15,Kalmia Street,Ellerslie,,,,"Mo-Fr 06:00-13:00, Sa 08:00-13:00",,,,,,,,,,,,1051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12521855101,,Turtle,,Point,174.8076225,-36.901717,node/12521855101,,restaurant,pizza,,,,,,,,,,,,,,,Tu-We 15:00-21:00; Th-Sa 12:00-21:00,,,,,,,,,,,,1051,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12523108501,,Bikanervala,,Point,174.6329171,-36.8566767,node/12523108501,,restaurant,indian,+64 9 835 3565,,,,,,,,214,Universal Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12523108701,,Mumbai Chaat,,Point,174.7358908,-36.891811,node/12523108701,,restaurant,asian;indian,+64 9 846 9393,,,,,,,,1A,Kitchener Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12523108901,,Shivani Restaurant,,Point,174.8591153,-36.9690185,node/12523108901,,restaurant,asian;indian,+64 9 250 4474,,,,,,,,23,Eric Baker Place,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12523108902,,Shivani Restaurant,,Point,174.7431363,-36.8997013,node/12523108902,,restaurant,asian;indian,+64 9 620 0707,https://shivani.co.nz/,,,,,Auckland,,905,Dominion Road,Mount Roskill,,,,"Su-Th 10:00-22:00, Fr 09:00-22:00",,,,,,,,,,,,1041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12523109001,,Water Drop Vege Cafe,,Point,174.9108503,-36.9572202,node/12523109001,,cafe,asian;chinese,+64 9 274 4880,,,,,,,,16,Stancombe Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12527833988,,Gorilla Kitchen,,Point,174.7607629,-36.8580843,node/12527833988,,restaurant,asian,+64 9 392 9190,,yes,,,,,,146B,Karangahape Road,Auckland Central,,yes,,,,,,,,vacant,,,,,,1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12527833989,,Soho Family Vineyards Cellar Door,,Point,175.066351,-36.7999144,node/12527833989,,restaurant,,,,,,,,,,74,Onetangi Road,Waiheke Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12537519901,,Lusen Corner,,Point,174.77186,-36.8452843,node/12537519901,,restaurant,vietnamese,,https://lusen.co.nz/,,,,,,,18,Scene Lane,,,,,Mo-Sa 10:00-20:00,,,,,,,,,,,,1010,,,,,no,https://lusen.co.nz/menu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12548041154,,Hello Rosedale Cafe,,Point,174.7023337,-36.741675,node/12548041154,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12555953602,,Table talk,,Point,174.8122535,-36.8803638,node/12555953602,,cafe,,,,,,,,,,,Remuera Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12555954901,,Shahi Indian inspired,,Point,174.8118848,-36.8802375,node/12555954901,,restaurant,,,,,,,,,,610,Remuera Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12555955202,,Beanie Eatery,,Point,174.8120551,-36.8801918,node/12555955202,,cafe,,,,,,,,,,614,Remuera Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12585425505,,Ikkyu - Japanese Restaurant,,Point,174.7664629,-36.854559,node/12585425505,,restaurant,,,,,,,,,,13,Mount Street,,,,,Mo-Sa 11:00-20:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12585425507,,Eden Noodle Cafe,,Point,174.7769356,-36.8672843,node/12585425507,,restaurant,,,,,,,,,,,Khyber Pass Road,,,,,,,,,,四川担担面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12585429710,,Wheat House,,Point,174.7766546,-36.8674675,node/12585429710,,cafe,,,,,,,,,,465,Khyber Pass Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12585429816,,Honest,,Point,174.6834274,-36.9079772,node/12585429816,,restaurant,asian;indian,,,,,,,,,,Memorial Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12585429835,,Auckland City Auctions,attraction,Point,174.6894713,-36.9072865,node/12585429835,,,,,,,,,,,,7A,Veronica Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12585429850,,Posto Pizzeria Locale,,Point,174.9314417,-36.8937551,node/12585429850,,restaurant,italian;italian_pizza;mediterranean,,,,,,,,,2/60,Picton Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12585430505,,Top Tea Restaurant,,Point,174.7769839,-36.8672976,node/12585430505,,restaurant,asian;chinese,,,,,,,,,,Khyber Pass Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12585431507,,Scribb,attraction,Point,174.7774775,-36.870662,node/12585431507,,,,,,,,,,,,300,Broadway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12590431401,,Vietnamese Fusion Restaurant,,Point,174.7445361,-36.8723411,node/12590431401,,restaurant,,,,,,,,,,level 1/56,Edendale Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12590431419,,Zabr' one,,Point,174.9033592,-36.8681288,node/12590431419,,restaurant,italian;mediterranean,+64 9 532 9980,http://zabrone.co.nz,,,,,,,2,Wharf Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12590431421,,Dave's House,,Point,174.8709345,-36.9119448,node/12590431421,,restaurant,asian;chinese,+64 9 572 0342,,,,,,,,127,Pakuranga Road,,,,,"Th-Tu 11:00-15:00,17:00-21:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/12590431710,,Lumbini Indian & Nepalese Restaurant,,Point,174.8524645,-36.8991074,node/12590431710,,restaurant,asian;indian,+64 9 527 0627,http://lumbini co.nz,,,,,,,24,Queens Road,,,,,Mo-Su 11:00-22:00,,,,,,,,,,,lumbini.auckland@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
